Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,20.94,13.22,22.39,29.48,48.18,12.63,21.2,25.83,23.16,30.26,30.33
3-Year Average,33.53,26.0,18.78,21.51,32.92,29.28,26.47,19.76,23.38,26.38,
5-Year Average,51.15,38.04,26.97,25.95,26.31,24.53,26.24,26.94,25.67,22.47,
10-Year Average,,,,50.66,45.39,37.19,32.01,26.95,25.81,24.38,
