Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,34.66,33.9,30.2,28.22,29.18,25.85,25.26,26.93,24.75,26.91,25.74
Gross Margin,65.34,66.1,69.8,71.78,70.82,74.15,74.74,73.07,75.25,73.09,74.26
SG&A,38.31,38.83,38.5,38.01,38.27,36.71,35.85,36.94,34.11,30.53,28.71
R&D,11.21,11.25,13.28,14.13,14.67,15.33,15.79,14.92,15.36,14.96,15.75
Other,,2.03,-4.83,,,0.76,-3.01,-31.87,0.28,1.1,1.1
Operating Margin,15.82,13.99,22.84,19.65,17.88,21.35,26.11,53.09,25.49,26.51,28.7
Net Int Inc & Other,-2.09,-0.71,0.2,-1.11,-0.98,-0.91,-1.11,-3.84,-0.53,-1.61,-1.2
EBT Margin,13.73,13.28,23.04,18.53,16.9,20.44,24.99,49.25,24.96,24.9,27.5
