Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,95.8,95.42,95.55,95.61,94.28,93.61,93.39,94.38,94.72,95.17,94.93
Gross Margin,4.2,4.58,4.45,4.39,5.72,6.39,6.61,5.62,5.28,4.83,5.07
SG&A,,,,,2.95,3.5,3.51,2.94,2.65,2.22,2.27
R&D,,,,,,,,,,,
Other,2.42,2.92,2.74,1.56,0.24,-0.34,1.19,0.23,0.29,0.38,0.35
Operating Margin,2.21,2.03,2.09,3.18,2.53,3.23,1.91,2.44,2.33,2.23,2.45
Net Int Inc & Other,0.44,0.53,-0.27,-0.16,0.22,-0.32,-0.45,-0.34,-0.28,-0.27,-0.33
EBT Margin,2.65,2.56,1.82,3.02,2.75,2.91,1.46,2.11,2.06,1.96,2.12
