Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.78,-6.47,-2.15,13.16,8.59,3.77,2.89,4.14,6.14,19.76,4.32
3-Year Average,8.93,3.2,-0.46,1.17,6.34,8.44,5.05,3.6,4.38,9.8,
5-Year Average,11.04,7.51,3.42,4.01,3.92,3.14,5.12,6.44,5.08,7.16,
10-Year Average,9.11,7.78,6.64,7.19,7.55,7.01,6.31,4.92,4.54,5.53,
