Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-214.0,,,,-481.0,,471.0,,,
Free Cash Flow Growth % YOY,,-240.0,,,,-464.0,,334.0,,,
Cap Ex as a % of Sales,6.53,6.81,7.17,4.98,3.0,2.54,3.04,3.17,3.6,3.51,3.59
Free Cash Flow/Sales %,27.48,28.24,21.51,25.97,31.53,27.33,32.36,29.26,32.26,0.53,1.96
Free Cash Flow/Net Income,0.91,1.22,0.93,0.91,1.12,0.93,1.08,0.95,1.11,0.02,0.06
