Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,31.12,26.12,-0.07,0.16,-9.13,13.13,
3-Year Average,,,,,,,18.23,8.08,-3.11,0.98,
5-Year Average,,,,,,,,,8.51,5.35,
10-Year Average,,,,,,,,,,,
