Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,86.92,86.12,85.29,85.5,86.22,86.64,86.89,86.77,86.67,86.25,86.1
Gross Margin,13.08,13.88,14.71,14.5,13.78,13.36,13.11,13.23,13.33,13.75,13.9
SG&A,10.47,12.65,10.96,9.79,9.4,9.4,9.19,8.81,8.92,9.38,9.3
R&D,,,,,,,,,,,
Other,,0.33,-2.35,-2.45,,-2.73,-2.67,-2.57,-2.59,-2.32,-2.34
Operating Margin,2.61,0.9,6.1,7.16,4.38,6.68,6.6,6.99,6.99,6.7,6.94
Net Int Inc & Other,1.01,0.49,-0.04,-0.38,2.29,-0.28,-0.26,-0.19,-0.32,-0.36,-0.4
EBT Margin,3.62,1.39,6.06,6.78,6.67,6.4,6.34,6.79,6.67,6.34,6.54
