Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-9.53,-21.86,-18.77,12.73,-8.51,6.53,16.69,18.02,-5.63,21.48,
3-Year Average,8.88,-7.47,-16.88,-10.56,-5.73,3.19,4.38,13.63,9.13,10.6,
5-Year Average,13.81,3.18,-3.91,-6.22,-9.95,-6.95,0.82,8.64,4.84,10.96,
10-Year Average,22.89,16.36,10.24,9.52,6.04,2.91,1.99,2.17,-0.84,-0.04,
