Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.01,9.15,-1.54,2.83,14.26,15.4,0.76,-0.95,-8.5,40.05,5.76
3-Year Average,5.86,8.55,6.06,3.39,4.98,10.68,9.93,4.82,-2.98,8.27,
5-Year Average,5.83,6.91,4.98,5.31,6.99,7.82,6.11,6.23,3.78,8.1,
10-Year Average,10.8,10.68,10.02,9.58,8.44,6.82,6.51,5.6,4.54,7.54,
