Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.49,42.61,-52.71,41.59,26.37,-2.97,-1.94,10.78,-22.11,-1.41,20.51
3-Year Average,13.41,23.05,-8.8,-1.53,-5.42,20.19,6.34,1.77,-5.42,-5.25,
5-Year Average,28.15,30.44,-0.33,4.52,6.3,3.21,-4.24,13.53,0.74,-4.14,
10-Year Average,14.77,19.01,10.81,13.2,17.07,15.0,11.76,6.37,2.61,0.95,
