Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,14.83,42.35,3.18,-2.02,42.62,-26.42,62.75,-10.79,-0.96,4.88,
Free Cash Flow Growth % YOY,26.78,56.42,3.44,1.34,45.61,-29.95,69.24,-15.49,0.93,5.85,
Cap Ex as a % of Sales,0.96,0.8,0.79,0.52,0.53,0.57,0.63,0.79,0.67,0.61,0.66
Free Cash Flow/Sales %,3.61,5.23,5.28,4.65,5.97,3.99,6.32,4.92,4.85,4.71,3.78
Free Cash Flow/Net Income,0.99,1.39,1.11,1.07,1.39,0.92,1.4,1.1,1.08,1.08,0.84
