Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,20.47,-79.59,389.33,-33.59,-28.81,211.46,
Free Cash Flow Growth % YOY,,,,,,,,-86.46,,,
Cap Ex as a % of Sales,,,8.05,7.05,4.4,4.34,1.68,1.63,2.44,2.52,3.17
Free Cash Flow/Sales %,,,-17.25,-3.55,-1.41,-3.72,1.32,0.16,-0.41,4.55,4.4
Free Cash Flow/Net Income,,,2.45,0.5,0.21,0.88,-0.54,-0.12,-0.17,1.98,1.37
