Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-99.81,,,,,,28.31,,,8739.23,
3-Year Average,-59.08,,,,,,,,-58.44,70.36,
5-Year Average,,,,,,9.78,,,,,
10-Year Average,,,,,,,-10.35,,-38.8,-32.8,
