Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,-775.0,-620.0,222.0,
Free Cash Flow Growth % YOY,,,,,-765.0,,,37.0,,,
Cap Ex as a % of Sales,9.45,5.41,6.94,8.0,3.55,6.74,6.83,4.24,6.25,3.22,2.88
Free Cash Flow/Sales %,17.54,19.7,4.74,15.79,11.57,34.38,24.01,23.48,19.31,22.3,29.12
Free Cash Flow/Net Income,0.79,1.34,0.42,1.79,0.73,1.75,1.27,1.18,0.95,1.04,1.33
