Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.94,-36.46,9.84,36.82,14.18,13.38,4.21,0.27,-15.32,-35.87,
3-Year Average,27.64,-2.59,-7.63,-1.53,19.72,20.99,10.5,5.81,-4.0,-18.34,
5-Year Average,54.23,15.77,7.73,6.79,4.25,4.33,15.18,13.1,2.75,-8.44,
10-Year Average,16.98,10.01,10.66,21.57,21.05,26.85,15.48,10.38,4.75,-2.3,
