Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,48.26,47.88,46.44,47.83,47.49,48.29,47.79,45.64,40.05,36.32,35.63
Gross Margin,51.74,52.12,53.56,52.17,52.51,51.71,52.21,54.36,59.95,63.68,64.37
SG&A,,36.29,,25.49,,,26.71,24.03,33.06,28.09,28.64
R&D,,,,,,,,,,,
Other,26.21,,24.05,,25.71,24.99,,,-5.93,,
Operating Margin,25.54,15.82,29.5,26.67,26.8,26.72,25.5,30.33,32.82,35.59,35.73
Net Int Inc & Other,0.97,0.96,-0.14,0.11,0.05,-0.07,-0.4,-0.07,-0.08,-0.19,-0.09
EBT Margin,26.51,16.78,29.36,26.79,26.85,26.65,25.1,30.26,32.75,35.41,35.64
