Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,25.35,12.47,5.82,9.89,6.83,1.54
3-Year Average,,,,,,,,14.26,9.36,7.5,
5-Year Average,,,,,,,,,,11.86,
10-Year Average,,,,,,,,,,,
