Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,87.68,87.08,88.65,93.14,92.11,92.12,91.85,91.46,91.07,92.21,91.99
Gross Margin,12.32,12.92,11.35,6.86,7.89,7.88,8.15,8.54,8.93,7.79,8.01
SG&A,8.79,8.74,9.07,5.44,5.12,6.73,6.06,6.15,6.87,6.29,6.54
R&D,0.13,0.15,0.13,,,,,,,,
Other,-1.49,-1.57,11.94,2.12,0.8,0.83,0.54,0.43,0.34,0.18,
Operating Margin,4.89,5.6,-9.79,-0.7,1.96,0.33,1.54,1.96,1.72,1.32,1.47
Net Int Inc & Other,-1.24,-1.94,-1.89,-2.29,0.54,0.51,0.73,0.42,0.46,0.41,0.45
EBT Margin,3.66,3.65,-11.69,-2.99,2.5,0.84,2.28,2.38,2.19,1.73,1.92
