Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,0.7,-15.42,-0.49,25.08,-20.18,
3-Year Average,,,,,,,,-5.36,1.73,-0.22,
5-Year Average,,,,,,,,,,-3.29,
10-Year Average,,,,,,,,,,,
