Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,15.2,2.46,-2.4,84.64,-16.84,0.53,-13.07,68.96,-40.35,-10.25,
Free Cash Flow Growth % YOY,30.43,-74.44,473.43,138.25,-73.23,85.6,25.84,105.49,-57.09,-10.78,
Cap Ex as a % of Sales,21.62,32.3,16.5,15.18,30.82,22.48,13.03,11.08,13.72,12.03,15.69
Free Cash Flow/Sales %,13.82,3.48,22.0,42.64,9.59,17.54,22.61,37.4,17.11,14.81,9.7
Free Cash Flow/Net Income,0.38,0.04,0.59,0.79,0.27,0.86,0.9,1.47,1.16,0.38,0.39
