Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,
SG&A,94.35,91.28,94.26,91.57,90.19,90.27,90.75,89.54,88.55,88.05,87.98
R&D,,,,,,,,,,,
Other,0.4,0.25,0.08,,0.01,-0.02,0.85,,,,
Operating Margin,5.25,8.47,5.66,8.43,9.8,9.75,8.4,10.46,11.45,11.95,12.02
Net Int Inc & Other,-1.66,-1.7,-1.81,-1.51,0.73,-0.05,-1.83,-0.9,-1.44,-1.37,-1.53
EBT Margin,3.6,6.77,3.86,6.92,10.53,9.7,6.57,9.56,10.01,10.58,10.48
