Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-6.4,-10.21,2.07,-3.36,0.82,8.1,10.22,9.14,3.98,5.97,0.71
3-Year Average,5.63,0.5,-4.98,-3.97,-0.18,1.75,6.3,9.15,7.74,6.34,
5-Year Average,8.42,3.75,1.55,0.03,-3.52,-0.7,3.45,4.85,6.39,7.46,
10-Year Average,8.17,6.41,6.25,4.93,4.03,3.76,3.6,3.19,3.16,1.82,
