Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,148.0,,246.0,,991.0,,628.0,
Free Cash Flow Growth % YOY,,,,383.0,,578.0,,673.0,,435.0,
Cap Ex as a % of Sales,8.05,4.81,5.05,3.89,2.97,1.65,1.42,2.24,2.55,3.2,2.51
Free Cash Flow/Sales %,35.51,25.65,30.78,28.26,32.25,28.5,29.76,28.31,30.55,30.82,14.57
Free Cash Flow/Net Income,1.14,0.98,1.38,1.13,1.29,1.13,1.1,0.95,1.13,4.17,1.06
