Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-7.89,-65.73,148.59,37.36,-44.79,63.31,7.32,4.43,-6.87,1.97,
3-Year Average,5.07,-31.02,-7.76,5.38,23.53,7.39,-1.09,22.32,1.43,-0.28,
5-Year Average,9.8,-15.72,-0.24,2.31,-9.86,1.08,27.0,6.78,-1.21,11.69,
10-Year Average,10.62,-2.02,8.79,10.78,1.62,5.35,3.46,3.21,0.53,0.34,
