Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,20.04,25.69,2.56,13.23,18.5,7.81,7.51,8.59,4.49,10.58
3-Year Average,,17.56,20.82,15.66,13.43,11.23,13.1,11.16,7.97,6.85,
5-Year Average,,19.81,20.54,15.93,15.42,15.73,13.27,9.79,11.05,9.28,
10-Year Average,,,,17.06,18.07,16.89,16.5,15.04,13.46,12.31,
