Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-8.57,,,-0.94,-23.38,51.96,-5.59,14.8,-31.3,73.93,-27.9
3-Year Average,13.9,,10.2,13.18,,4.87,3.2,18.1,-9.36,11.11,
5-Year Average,51.41,,16.68,2.99,0.31,11.04,,4.56,-2.82,14.5,
10-Year Average,,,,6.81,21.6,29.66,11.94,10.46,0.04,7.17,
