Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,83.86,83.21,82.11,83.76,86.61,84.16,84.61,84.91,87.8,86.75,86.51
Gross Margin,16.14,16.79,17.89,16.24,13.39,15.84,15.39,15.09,12.2,13.25,13.49
SG&A,9.06,8.18,9.42,8.48,8.06,7.35,7.57,9.11,7.83,8.54,8.2
R&D,,,,,,,,,,,
Other,0.71,0.96,1.17,1.04,0.69,0.64,0.4,0.44,1.23,0.52,0.42
Operating Margin,6.38,7.65,7.3,6.72,4.65,7.86,7.42,5.54,3.14,4.19,4.88
Net Int Inc & Other,-0.08,-0.58,-0.25,-0.28,-0.03,-0.01,1.75,-0.03,-0.12,-0.17,-0.24
EBT Margin,6.3,7.07,7.04,6.45,4.61,7.85,9.18,5.51,3.02,4.02,4.64
