Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-28.34,18.07,4.5,4.77,9.6,2.92,4.05,7.79,9.36,7.29,3.22
3-Year Average,-6.24,-5.56,-4.02,8.93,6.26,5.73,5.48,4.9,7.05,8.14,
5-Year Average,-3.45,-0.46,0.34,-1.61,0.3,7.84,5.14,5.8,6.71,6.26,
10-Year Average,2.58,2.05,-0.06,0.39,1.29,2.04,2.3,3.03,2.47,3.24,
