Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,17.74,-2.91,17.51,73.05,-27.41,5.21,-4.82,-17.31,3.56,-11.21,
3-Year Average,7.26,6.03,10.34,25.45,13.86,9.74,-10.09,-6.1,-6.59,-8.73,
5-Year Average,14.42,5.96,7.08,19.37,11.03,8.56,8.13,0.79,-9.05,-5.31,
10-Year Average,3.78,5.09,10.87,18.42,8.0,11.45,7.04,3.89,4.2,2.54,
