Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,-19.0,,-598.0,,
Free Cash Flow Growth % YOY,,,,,,,-19.0,,-652.0,,
Cap Ex as a % of Sales,,,,,,,,0.91,0.96,0.52,0.48
Free Cash Flow/Sales %,,,,,139.02,142.98,137.45,86.16,58.84,39.61,40.32
Free Cash Flow/Net Income,,,,,0.69,0.89,0.95,0.28,0.64,0.37,0.34
