Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,2.62,-15.73,13.67,-11.84,
Free Cash Flow Growth % YOY,,,,,,,1.04,-14.96,-4.12,-13.82,
Cap Ex as a % of Sales,,,,,,1.86,2.36,1.91,3.8,3.0,2.65
Free Cash Flow/Sales %,,,,,,10.18,11.72,10.05,9.23,6.77,6.11
Free Cash Flow/Net Income,,,,,,1.7,1.62,1.62,4.51,1.11,0.96
