Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,81.0,,,,-200.0,,
Free Cash Flow Growth % YOY,,,,,,,,,-180.0,,
Cap Ex as a % of Sales,0.7,0.17,0.2,41.38,38.99,0.35,0.58,0.53,0.38,1.45,2.1
Free Cash Flow/Sales %,65.62,66.15,85.63,20.71,32.2,81.85,65.11,53.81,48.34,60.64,78.46
Free Cash Flow/Net Income,2.71,-0.11,-0.39,-0.08,4.95,-0.16,-0.25,0.23,0.27,0.6,0.46
