Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,126.78,-2.23,2.59,6.54,11.92,24.45,1.54,6.89,4.72,7.98,10.46
3-Year Average,79.88,52.38,31.51,2.24,6.95,14.06,12.25,10.54,4.36,6.52,
5-Year Average,52.35,48.24,42.32,31.06,22.09,8.28,9.1,10.0,9.62,8.84,
10-Year Average,30.65,34.56,33.45,25.92,26.54,28.44,27.17,25.12,19.86,15.27,
