Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,68.77,-2.08,10.76,18.17,16.64,5.79,8.52,-0.4,-12.61,
3-Year Average,,25.06,24.54,22.33,8.62,15.14,13.4,10.22,4.57,-1.88,
5-Year Average,,25.53,15.49,16.23,20.38,20.33,9.6,11.88,9.53,3.11,
10-Year Average,,,,,14.03,14.56,17.29,13.67,12.83,11.41,
