Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,-45.95,187.5,-22.61,-88.76,150.0,-250.0
3-Year Average,,,,,,,,6.35,-37.0,-39.87,
5-Year Average,,,,,,,,,,-19.51,
10-Year Average,,,,,,,,,,,
