Key Margins % of Sales,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,90.13,91.51,88.77,92.1,104.36,94.64,96.55,110.12,102.9
Gross Margin,,,9.87,8.49,11.23,7.9,-4.36,5.36,3.45,-10.12,-2.9
SG&A,,,18.09,18.93,10.89,17.35,9.95,12.92,12.24,24.01,16.74
R&D,,,,,,,,,,,
Other,,,-11.41,-12.2,-6.2,-9.33,-2.86,-8.89,-9.03,-16.72,-11.42
Operating Margin,,,3.19,1.75,6.55,-0.12,-11.45,1.34,0.24,-17.4,-8.21
Net Int Inc & Other,,,8.87,0.52,0.63,1.32,0.35,0.05,2.31,1.78,-0.47
EBT Margin,,,12.05,2.27,7.17,1.2,-11.1,1.39,2.55,-15.62,-8.69
