Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-1.69,-22.76,10.27,-2.02,-30.99,-16.77,14.39,42.14,64.6,-5.18
3-Year Average,,2.41,-6.83,-5.75,-5.85,-9.32,-17.44,-13.07,10.61,38.84,
5-Year Average,,11.8,,-1.76,-2.67,-10.76,-13.68,-6.63,-1.76,8.98,
10-Year Average,,9.55,4.95,6.37,6.29,1.49,-1.76,-3.37,-1.76,2.99,
