Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.08,6.73,-9.17,15.43,12.48,10.79,5.45,5.59,0.08,1.64,1.53
3-Year Average,8.32,7.42,1.88,3.82,5.65,12.88,9.53,7.25,3.67,2.41,
5-Year Average,6.69,7.98,4.26,5.38,6.55,6.88,6.62,9.88,6.79,4.65,
10-Year Average,4.49,4.67,3.22,3.74,5.44,6.78,7.3,7.03,6.08,5.59,
