Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.87,6.23,-13.43,8.37,7.39,-0.83,2.39,5.82,1.02,3.06,-1.02
3-Year Average,0.87,3.53,-0.89,-0.11,0.25,4.89,2.93,2.42,3.06,3.28,
5-Year Average,1.11,3.5,-1.15,0.81,2.53,1.2,0.45,4.57,3.11,2.27,
10-Year Average,7.69,6.12,3.13,1.5,0.43,1.15,1.96,1.67,1.95,2.4,
