Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-11.25,25.18,,,377.26,-40.27,8.88,46.47,-35.5,62.88,-10.75
3-Year Average,11.67,14.61,,-51.06,-23.54,,45.87,-1.6,0.95,15.45,
5-Year Average,51.12,95.8,,-32.42,-13.07,-19.68,-21.89,,24.01,0.02,
10-Year Average,18.69,22.75,,-4.57,22.98,10.17,23.67,-2.94,-8.45,-6.75,
