Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,66.33,54.09,30.86,206.81,214.4,359.67,,,,,
Free Cash Flow/Sales %,-51.66,-24.4,-123.92,-318.92,-507.81,-930.47,,,,,
Free Cash Flow/Net Income,0.73,0.05,0.56,1.06,0.82,1.22,0.43,1.44,0.95,0.19,0.19
