Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-38.14,128.14,26.55,-24.31,-50.99,21.3,134.76,25.96,6.2,5.59,
Free Cash Flow Growth % YOY,-38.14,109.2,28.05,-26.43,-53.38,41.38,52.91,78.93,,,
Cap Ex as a % of Sales,,1.01,1.13,1.1,0.81,,6.84,1.85,25.85,0.82,-0.94
Free Cash Flow/Sales %,5.17,11.16,14.52,10.16,4.92,7.5,12.77,22.92,-13.74,10.51,21.57
Free Cash Flow/Net Income,0.77,-0.21,0.49,1.19,0.42,1.03,0.24,1.33,-1.88,2.82,0.65
