Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,2.91,6.52,-55.49,100.0,-41.43,116.28,-1.41,15.12,13.99,-3.92,1.95
3-Year Average,39.53,6.4,-21.27,-1.75,-19.51,36.32,7.69,34.89,8.96,8.03,
5-Year Average,-2.21,12.27,5.19,1.4,-10.58,3.73,2.14,23.52,10.38,21.87,
10-Year Average,8.63,9.51,-6.62,-0.9,-5.95,0.72,7.09,13.99,5.8,4.39,
