Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,18.62,,,,,,,27.33,79.07,10.72,
Free Cash Flow Growth % YOY,-55.95,,,,,,,-4.02,59.17,47.27,
Cap Ex as a % of Sales,14.75,14.62,25.66,21.72,12.83,3.58,7.43,11.81,16.52,10.53,5.72
Free Cash Flow/Sales %,7.14,-51.98,-44.7,-0.73,-44.61,-8.99,20.3,14.55,15.91,19.78,14.55
Free Cash Flow/Net Income,-0.08,1.57,2.5,0.03,0.9,-0.17,1.03,1.21,1.03,1.07,0.63
