Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.52,3.52,14.97,-4.14,-1.23,23.75,15.15,-45.61,154.84,,-43.75
3-Year Average,2.99,7.91,10.87,4.49,2.87,5.42,12.07,-8.15,16.86,,
5-Year Average,12.92,8.45,5.39,6.72,5.23,6.87,9.18,-6.0,14.3,,
10-Year Average,,43.39,18.36,15.01,11.9,9.86,8.81,-0.47,10.45,,
