Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-90.91,686.13,-28.34,62.08,9.06,-78.79,441.76,-30.65,59.76,-29.17,
3-Year Average,-51.43,-8.11,-19.99,109.01,8.2,-27.89,7.82,-7.28,81.74,-7.76,
5-Year Average,-34.56,0.71,-8.38,-2.06,-1.97,16.13,7.8,7.1,6.79,-2.04,
10-Year Average,,5.6,9.32,1.74,4.72,-12.82,4.2,-0.94,2.27,-2.01,
