Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.66,11.81,-2.41,12.97,14.15,67.43,-5.45,-12.47,21.82,55.56,
3-Year Average,-17.55,47.18,6.49,7.22,7.97,29.25,21.8,11.48,0.27,18.37,
5-Year Average,-8.75,-8.6,-9.36,28.58,9.26,18.69,14.78,12.31,14.02,21.3,
10-Year Average,-1.68,-1.24,-2.07,-1.2,-0.45,4.07,2.43,0.89,21.08,15.12,
