Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,-337.0,,-29.0,540.0,
Free Cash Flow Growth % YOY,,,,,,,-947.0,,91.0,652.0,
Cap Ex as a % of Sales,0.76,1.5,1.73,1.32,2.56,2.79,3.58,4.0,3.91,3.62,3.86
Free Cash Flow/Sales %,6.35,9.67,15.33,12.47,16.9,16.25,14.29,15.63,16.22,15.87,17.58
Free Cash Flow/Net Income,0.3,1.12,1.97,1.01,1.5,1.44,1.19,1.32,1.29,5.44,2.62
