Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-87.16,415.29,39.89,-6.28,-1.99,-15.56,0.23,-1.32,-19.87,42.41,23.25
3-Year Average,-42.97,-3.87,-2.53,89.04,8.72,-8.12,-6.04,-5.83,-7.46,4.04,
5-Year Average,-25.06,-0.77,5.99,3.09,-3.19,41.09,1.69,-5.16,-8.09,-0.96,
10-Year Average,7.77,19.94,12.5,2.76,5.41,2.83,0.46,0.26,-2.66,-2.08,
