Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,-8.99,20.15,68.52,53.88,11.48,-44.99,45.97,-5.9
3-Year Average,,,,,,22.6,46.05,42.45,-1.91,-3.62,
5-Year Average,,,,,,,,25.88,13.82,18.35,
10-Year Average,,,,,,,,,,,
