Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,54.63,49.28,46.08,38.12,29.29,22.38,15.86,10.16,6.85,3.99,2.37
Gross Margin,45.37,50.72,53.92,61.88,70.71,77.62,84.14,89.84,93.15,96.01,97.63
SG&A,31.97,32.14,31.29,34.21,36.58,40.77,45.83,49.82,53.63,56.0,57.91
R&D,0.98,0.95,0.82,0.68,0.78,0.83,1.06,1.15,1.23,1.33,1.39
Other,2.63,2.27,1.68,1.48,1.24,1.24,1.74,2.46,2.95,11.63,2.82
Operating Margin,9.79,15.36,20.14,25.5,32.12,34.78,35.51,36.41,35.33,27.05,35.51
Net Int Inc & Other,0.86,-0.71,-1.22,-1.31,-0.71,-1.29,-1.71,-0.99,-1.42,-1.8,-0.99
EBT Margin,10.64,14.65,18.92,24.19,31.4,33.49,33.81,35.41,33.92,25.26,34.52
