Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,45.53,45.36,40.39,39.8,42.1,41.7,41.67,40.7,40.74,40.09,40.14
Gross Margin,54.47,54.64,59.61,60.2,57.9,58.3,58.33,59.3,59.26,59.91,59.86
SG&A,35.11,36.34,38.6,39.62,38.23,37.83,37.89,38.13,36.82,36.16,38.25
R&D,,,,,,,,,,,
Other,1.9,21.24,1.39,2.4,2.32,2.25,3.0,1.9,1.78,1.49,1.09
Operating Margin,17.47,-2.94,19.62,18.19,17.35,18.22,17.44,19.28,20.66,22.25,20.53
Net Int Inc & Other,-3.25,-3.63,-3.92,-3.62,-1.68,-1.9,-8.4,-1.75,-1.81,-2.33,-3.85
EBT Margin,14.21,-6.57,15.69,14.57,15.67,16.31,9.04,17.53,18.85,19.92,16.68
