Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,70.96,71.56,72.1,73.46,74.08,73.19,73.53,82.27,82.54,82.19,81.9
Gross Margin,29.04,28.44,27.9,26.54,25.92,26.81,26.47,17.73,17.46,17.81,18.1
SG&A,15.97,15.8,16.17,14.89,13.87,14.12,13.95,3.12,2.85,2.88,2.93
R&D,,,,,,,,,,,
Other,,,,,,,,1.92,1.92,1.9,1.86
Operating Margin,13.07,12.65,11.73,11.64,12.05,12.69,12.52,12.69,12.69,13.03,13.31
Net Int Inc & Other,-0.58,-0.56,-0.86,-0.88,-0.88,-1.02,-1.13,-0.88,-0.93,-1.08,-1.12
EBT Margin,12.49,12.09,10.87,10.77,11.17,11.67,11.39,11.82,11.75,11.95,12.19
