Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,56.36,53.0,56.29,66.26,60.9,61.24,66.26,68.35,66.56,70.47,73.99
Gross Margin,43.64,47.0,43.71,33.74,39.1,38.76,33.74,31.65,33.44,29.53,26.01
SG&A,32.71,27.61,25.65,32.17,29.53,21.64,54.21,32.5,25.15,30.62,41.74
R&D,,,,,,,,,,,
Other,0.19,,,,,,6.41,2.61,,,
Operating Margin,10.73,19.39,18.06,1.57,9.57,17.13,55.96,3.16,16.71,23.68,17.28
Net Int Inc & Other,-1.37,-1.84,-6.09,-1.35,-6.17,-4.25,,,-2.45,-4.43,-5.49
EBT Margin,9.37,17.55,11.97,0.22,3.4,12.88,55.96,3.16,14.27,19.25,11.78
