Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,49.9,49.88,49.59,48.97,48.49,48.17,47.92,47.71,47.26,47.29,47.29
Gross Margin,50.1,50.12,50.41,51.03,51.51,51.83,52.08,52.29,52.74,52.71,52.71
SG&A,32.87,32.87,32.49,32.51,32.58,32.44,32.77,33.12,33.36,33.61,33.61
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,17.23,17.25,17.92,18.52,18.93,19.38,19.32,19.17,19.37,19.1,19.1
Net Int Inc & Other,-1.79,-2.09,-2.16,-2.11,-2.04,-2.03,-1.77,-1.48,-1.39,-1.42,-1.42
EBT Margin,15.44,15.16,15.76,16.4,16.89,17.36,17.55,17.69,17.98,17.68,17.68
