Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,22.63,15.62,2.5,-18.37,13.35,0.55,8.41,3.41,1.29,-7.03,
3-Year Average,,16.59,13.27,-1.1,-1.75,-2.38,7.3,4.07,4.33,-0.88,
5-Year Average,,,,5.81,6.1,1.97,0.67,0.84,5.29,1.2,
10-Year Average,,,,,,,,,5.55,3.62,
