Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,36.34,,,1297.78,45.76,-8.94,24.64,5.05,-7.03,-80.56,
3-Year Average,9.74,,-49.66,9.37,,164.73,18.27,6.03,6.77,-42.53,
5-Year Average,,,-34.16,9.51,21.06,11.67,,89.27,10.07,-26.44,
10-Year Average,10.83,,-14.69,14.91,23.55,,13.57,11.63,9.79,-5.63,
