Key Cash Flow Ratios,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,39.87,,100.25,,,,
Free Cash Flow/Sales %,,,,,-63.74,,-2.63,,,,
Free Cash Flow/Net Income,1.84,1.35,0.73,0.67,0.88,1.51,-0.49,-0.01,0.85,-0.05,0.22
