Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.56,3.23,-3.31,5.85,12.18,2.08,1.95,-2.36,-7.39,-3.11,-10.42
3-Year Average,6.12,4.76,1.76,1.85,4.71,6.62,5.3,0.53,-2.68,-4.32,
5-Year Average,8.14,6.53,3.59,3.31,4.58,3.88,3.62,3.83,1.09,-1.83,
10-Year Average,7.16,6.59,5.54,5.39,6.15,5.99,5.07,3.71,2.19,1.32,
