Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.25,30.68,-32.55,39.94,50.86,-58.27,10.34,35.33,-26.97,65.95,-9.52
3-Year Average,30.79,20.77,4.44,7.25,12.5,-4.14,-11.44,-14.59,2.93,17.93,
5-Year Average,30.15,23.78,14.55,10.7,19.19,-4.93,-8.1,5.64,-7.25,-5.46,
10-Year Average,,,,,30.01,11.23,6.66,10.0,1.33,6.15,
