Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,53.09,53.97,61.2,54.03,54.68,58.57,57.49,58.29,59.91,60.11,59.94
Gross Margin,46.91,46.03,38.8,45.97,45.32,41.43,42.51,41.71,40.09,39.89,40.06
SG&A,15.56,15.15,16.33,15.3,13.03,15.04,14.4,12.37,16.55,15.68,14.41
R&D,9.64,10.54,10.44,9.09,8.47,9.6,9.08,8.39,8.44,7.9,7.97
Other,3.26,-5.21,4.78,-5.58,2.13,2.07,1.5,1.07,0.59,1.5,0.7
Operating Margin,18.45,25.55,7.25,27.16,21.7,14.72,17.53,19.88,14.51,14.81,16.98
Net Int Inc & Other,3.58,22.9,28.6,30.82,19.25,9.94,14.09,16.85,1.8,24.5,18.13
EBT Margin,22.03,48.45,35.85,57.98,40.95,24.65,31.63,36.73,16.31,39.32,35.11
