Key Cash Flow Ratios,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Operating Cash Flow Growth % YOY,,1.24,22.02,,-9.11,8.0,15.03,9.31,,240.86,
Free Cash Flow Growth % YOY,,,,,-44.51,-63.45,184.03,-58.19,219.88,506.76,
Cap Ex as a % of Sales,,20.73,19.15,17.01,18.64,23.08,21.45,24.02,18.58,16.28,-52.4
Free Cash Flow/Sales %,,-15.28,-13.0,10.06,5.47,1.92,5.02,1.88,5.61,11.44,81.3
Free Cash Flow/Net Income,,0.6,0.34,-3.0,-1.07,-0.47,-2.42,-0.93,-2.02,0.94,42.14
