Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,28.86,67.11,,-53.47,-40.58,572.67,69.57,-90.35,517.04,61.81,-118.47
3-Year Average,,,29.13,-8.05,-34.86,22.97,89.25,3.24,0.31,-1.24,
5-Year Average,,,,,-9.85,25.45,25.82,-21.18,32.18,61.5,
10-Year Average,,,,,,,,,,20.66,
