Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.97,19.37,-54.2,56.28,35.37,15.2,-24.02,3.12,-49.34,-51.17,47.62
3-Year Average,23.23,15.03,-15.6,-5.11,-1.05,34.57,5.82,-3.36,-26.51,-36.58,
5-Year Average,34.08,21.89,0.46,1.73,4.93,5.91,-3.24,13.81,-9.15,-25.91,
10-Year Average,15.76,21.02,13.47,9.46,14.31,19.16,8.6,6.93,-3.86,-11.83,
